회차,판매점ID,번호,판매점명,등수,자동수동,지역,주소,전화번호,취급복권,위도,경도,복권종류
163,72860352,2,경기상회,2등,,,"인천광역시 남동구 장승남로 42 (만수동, 은빛프라자) 1층",0324611074,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.443164,126.736803,pension
163,72860352,1,경기상회,2등,,,"인천광역시 남동구 장승남로 42 (만수동, 은빛프라자) 1층",0324611074,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.443164,126.736803,pension
164,74660469,15,하당복권방,1등,,전라남도,전남 목포시 옥암로 46 1층,0612835167,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",34.803927,126.429447,pension
164,74660469,14,하당복권방,2등,,,전남 목포시 옥암로 46 1층,0612835167,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",34.803927,126.429447,pension
164,74660469,13,하당복권방,2등,,,전남 목포시 옥암로 46 1층,0612835167,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",34.803927,126.429447,pension
164,74660469,12,하당복권방,2등,,,전남 목포시 옥암로 46 1층,0612835167,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",34.803927,126.429447,pension
164,74660469,11,하당복권방,2등,,,전남 목포시 옥암로 46 1층,0612835167,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",34.803927,126.429447,pension
164,72860349,10,대박마트,보너스,,인천광역시,"인천광역시 남동구 호구포로 219 (논현동, 세중프라자) 1층",0324660746,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.402608,126.709566,pension
164,72860349,9,대박마트,보너스,,,"인천광역시 남동구 호구포로 219 (논현동, 세중프라자) 1층",0324660746,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.402608,126.709566,pension
164,72860349,8,대박마트,보너스,,,"인천광역시 남동구 호구포로 219 (논현동, 세중프라자) 1층",0324660746,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.402608,126.709566,pension
164,72860349,7,대박마트,보너스,,,"인천광역시 남동구 호구포로 219 (논현동, 세중프라자) 1층",0324660746,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.402608,126.709566,pension
164,72860349,6,대박마트,보너스,,,"인천광역시 남동구 호구포로 219 (논현동, 세중프라자) 1층",0324660746,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.402608,126.709566,pension
164,001160,5,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
164,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
164,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
164,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
164,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
165,74361234,7,로또복권문암휴게소,2등,,충청북도,충북 음성군 원남면 충청대로 123 1층,0438726540,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.844549,127.619182,pension
165,74361234,6,로또복권문암휴게소,2등,,,충북 음성군 원남면 충청대로 123 1층,0438726540,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.844549,127.619182,pension
165,74361234,5,로또복권문암휴게소,1등,,,충북 음성군 원남면 충청대로 123 1층,0438726540,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.844549,127.619182,pension
165,74361234,4,로또복권문암휴게소,2등,,,충북 음성군 원남면 충청대로 123 1층,0438726540,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.844549,127.619182,pension
165,74361234,3,로또복권문암휴게소,2등,,,충북 음성군 원남면 충청대로 123 1층,0438726540,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.844549,127.619182,pension
165,001160,2,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
165,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
166,74460580,12,로또복권,보너스,,충청남도,충남 천안시 봉정로 56 1층,0415727060,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.80708,127.140219,pension
166,74460580,11,로또복권,보너스,,,충남 천안시 봉정로 56 1층,0415727060,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.80708,127.140219,pension
166,74460580,10,로또복권,보너스,,,충남 천안시 봉정로 56 1층,0415727060,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.80708,127.140219,pension
166,74460580,9,로또복권,보너스,,,충남 천안시 봉정로 56 1층,0415727060,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.80708,127.140219,pension
166,74460580,8,로또복권,보너스,,,충남 천안시 봉정로 56 1층,0415727060,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.80708,127.140219,pension
166,72961049,7,알리바이하남3지구점,1등,,광주광역시,광주광역시 광산구  하남대로 95 (하남동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.180588,126.80384,pension
166,72961049,6,알리바이하남3지구점,2등,,,광주광역시 광산구  하남대로 95 (하남동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.180588,126.80384,pension
166,72961049,5,알리바이하남3지구점,2등,,,광주광역시 광산구  하남대로 95 (하남동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.180588,126.80384,pension
166,72961049,4,알리바이하남3지구점,2등,,,광주광역시 광산구  하남대로 95 (하남동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.180588,126.80384,pension
166,72961049,3,알리바이하남3지구점,2등,,,광주광역시 광산구  하남대로 95 (하남동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.180588,126.80384,pension
166,001160,2,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
166,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
167,74461980,16,해안로또복권점,보너스,,충청남도,충남 당진시 송악읍 송악로 620-31 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.903981,126.657462,pension
167,74461980,15,해안로또복권점,보너스,,,충남 당진시 송악읍 송악로 620-31 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.903981,126.657462,pension
167,74461980,14,해안로또복권점,보너스,,,충남 당진시 송악읍 송악로 620-31 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.903981,126.657462,pension
167,74461980,13,해안로또복권점,보너스,,,충남 당진시 송악읍 송악로 620-31 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.903981,126.657462,pension
167,74461980,12,해안로또복권점,보너스,,,충남 당진시 송악읍 송악로 620-31 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.903981,126.657462,pension
167,74261580,11,행운로또판매점(철원),2등,,강원도,강원도 철원군 동송읍 금학로210번길 13 (이평리) 1층,0334555123,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",38.208005,127.220096,pension
167,74261580,10,행운로또판매점(철원),2등,,,강원도 철원군 동송읍 금학로210번길 13 (이평리) 1층,0334555123,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",38.208005,127.220096,pension
167,74261580,9,행운로또판매점(철원),2등,,,강원도 철원군 동송읍 금학로210번길 13 (이평리) 1층,0334555123,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",38.208005,127.220096,pension
167,74261580,8,행운로또판매점(철원),1등,,,강원도 철원군 동송읍 금학로210번길 13 (이평리) 1층,0334555123,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",38.208005,127.220096,pension
167,74261580,7,행운로또판매점(철원),2등,,,강원도 철원군 동송읍 금학로210번길 13 (이평리) 1층,0334555123,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",38.208005,127.220096,pension
167,001160,6,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
167,001160,5,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
167,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
167,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
167,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
167,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
168,71162498,16,당산로또명당점,보너스,,서울특별시,서울특별시 영등포구 양평로 52 (당산동6가) 1층,0226340995,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.534656,126.900875,pension
168,71162498,15,당산로또명당점,보너스,,,서울특별시 영등포구 양평로 52 (당산동6가) 1층,0226340995,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.534656,126.900875,pension
168,71162498,14,당산로또명당점,보너스,,,서울특별시 영등포구 양평로 52 (당산동6가) 1층,0226340995,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.534656,126.900875,pension
168,71162498,13,당산로또명당점,보너스,,,서울특별시 영등포구 양평로 52 (당산동6가) 1층,0226340995,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.534656,126.900875,pension
168,71162498,12,당산로또명당점,보너스,,,서울특별시 영등포구 양평로 52 (당산동6가) 1층,0226340995,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.534656,126.900875,pension
168,71162330,11,소리창고,1등,,,서울특별시 강서구 강서로 306 (내발산동) 1층,0236653021,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.552888,126.836745,pension
168,71162330,10,소리창고,2등,,,서울특별시 강서구 강서로 306 (내발산동) 1층,0236653021,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.552888,126.836745,pension
168,71162330,9,소리창고,2등,,,서울특별시 강서구 강서로 306 (내발산동) 1층,0236653021,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.552888,126.836745,pension
168,71162330,8,소리창고,2등,,,서울특별시 강서구 강서로 306 (내발산동) 1층,0236653021,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.552888,126.836745,pension
168,71162330,7,소리창고,2등,,,서울특별시 강서구 강서로 306 (내발산동) 1층,0236653021,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.552888,126.836745,pension
168,001160,6,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
168,001160,5,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
168,001160,4,인터넷 복권판매사이트,1등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
168,001160,3,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
168,001160,2,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
168,001160,1,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
169,72864247,7,복권방,2등,,인천광역시,인천광역시 부평구  산청로 51 (산곡동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.513525,126.701486,pension
169,001160,6,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
169,001160,5,인터넷 복권판매사이트,1등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
169,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
169,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
169,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
169,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
170,74169701,20,국제,2등,,경기도,경기 평택시  송탄로 313-1 (서정동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.071853,127.059425,pension
170,74169701,19,국제,2등,,,경기 평택시  송탄로 313-1 (서정동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.071853,127.059425,pension
170,74169701,18,국제,2등,,,경기 평택시  송탄로 313-1 (서정동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.071853,127.059425,pension
170,74169701,17,국제,2등,,,경기 평택시  송탄로 313-1 (서정동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.071853,127.059425,pension
170,74169701,16,국제,1등,,,경기 평택시  송탄로 313-1 (서정동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.071853,127.059425,pension
170,74167061,15,럭키복권,보너스,,,경기도 김포시 통진읍 김포대로 2231 (마송리) 1층 2호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.689446,126.59785,pension
170,74167061,14,럭키복권,보너스,,,경기도 김포시 통진읍 김포대로 2231 (마송리) 1층 2호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.689446,126.59785,pension
170,74167061,13,럭키복권,보너스,,,경기도 김포시 통진읍 김포대로 2231 (마송리) 1층 2호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.689446,126.59785,pension
170,74167061,12,럭키복권,보너스,,,경기도 김포시 통진읍 김포대로 2231 (마송리) 1층 2호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.689446,126.59785,pension
170,74167061,11,럭키복권,보너스,,,경기도 김포시 통진읍 김포대로 2231 (마송리) 1층 2호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.689446,126.59785,pension
170,001160,10,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
170,001160,9,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
170,001160,8,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
170,001160,7,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
170,001160,6,인터넷 복권판매사이트,1등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
170,001160,5,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
170,001160,4,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
170,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
170,001160,2,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
170,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
171,74169453,10,영웅복권,보너스,,경기도,경기 용인시 기흥구  흥덕1로 52 (영덕동) 1층 103호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.273247,127.069144,pension
171,74169453,9,영웅복권,보너스,,,경기 용인시 기흥구  흥덕1로 52 (영덕동) 1층 103호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.273247,127.069144,pension
171,74169453,8,영웅복권,보너스,,,경기 용인시 기흥구  흥덕1로 52 (영덕동) 1층 103호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.273247,127.069144,pension
171,74169453,7,영웅복권,보너스,,,경기 용인시 기흥구  흥덕1로 52 (영덕동) 1층 103호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.273247,127.069144,pension
171,74169453,6,영웅복권,보너스,,,경기 용인시 기흥구  흥덕1로 52 (영덕동) 1층 103호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.273247,127.069144,pension
171,001160,5,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
171,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
171,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
171,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
171,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
172,72662414,16,신호로또,2등,,부산광역시,부산 강서구  신호산단2로 53-1 (신호동) 1츧,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.084228,128.877672,pension
172,72662414,15,신호로또,2등,,,부산 강서구  신호산단2로 53-1 (신호동) 1츧,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.084228,128.877672,pension
172,72662414,14,신호로또,2등,,,부산 강서구  신호산단2로 53-1 (신호동) 1츧,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.084228,128.877672,pension
172,72662414,13,신호로또,2등,,,부산 강서구  신호산단2로 53-1 (신호동) 1츧,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.084228,128.877672,pension
172,72662414,12,신호로또,1등,,,부산 강서구  신호산단2로 53-1 (신호동) 1츧,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.084228,128.877672,pension
172,71167468,11,골드스파,보너스,,서울특별시,서울특별시 금천구 시흥대로 432 (독산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.472129,126.898599,pension
172,71167468,10,골드스파,보너스,,,서울특별시 금천구 시흥대로 432 (독산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.472129,126.898599,pension
172,71167468,9,골드스파,보너스,,,서울특별시 금천구 시흥대로 432 (독산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.472129,126.898599,pension
172,71167468,8,골드스파,보너스,,,서울특별시 금천구 시흥대로 432 (독산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.472129,126.898599,pension
172,71167468,7,골드스파,보너스,,,서울특별시 금천구 시흥대로 432 (독산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.472129,126.898599,pension
172,001160,6,인터넷 복권판매사이트,1등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
172,001160,5,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
172,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
172,001160,3,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
172,001160,2,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
172,001160,1,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
173,74166136,16,복드림슈퍼,2등,,경기도,"경기도 안양시 동안구 경수대로 515 (호계동, 정우빌딩) 정우빌딩 1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.368649,126.95774,pension
173,74166136,15,복드림슈퍼,2등,,,"경기도 안양시 동안구 경수대로 515 (호계동, 정우빌딩) 정우빌딩 1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.368649,126.95774,pension
173,74166136,14,복드림슈퍼,2등,,,"경기도 안양시 동안구 경수대로 515 (호계동, 정우빌딩) 정우빌딩 1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.368649,126.95774,pension
173,74166136,13,복드림슈퍼,2등,,,"경기도 안양시 동안구 경수대로 515 (호계동, 정우빌딩) 정우빌딩 1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.368649,126.95774,pension
173,74166136,12,복드림슈퍼,1등,,,"경기도 안양시 동안구 경수대로 515 (호계동, 정우빌딩) 정우빌딩 1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.368649,126.95774,pension
173,74162493,11,베스토아,보너스,,,"경기도 성남시 분당구 내정로166번길 43 (수내동, 금산프라자빌딩) 101호",0317118015,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.370357,127.122641,pension
173,74162493,10,베스토아,보너스,,,"경기도 성남시 분당구 내정로166번길 43 (수내동, 금산프라자빌딩) 101호",0317118015,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.370357,127.122641,pension
173,74162493,9,베스토아,보너스,,,"경기도 성남시 분당구 내정로166번길 43 (수내동, 금산프라자빌딩) 101호",0317118015,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.370357,127.122641,pension
173,74162493,8,베스토아,보너스,,,"경기도 성남시 분당구 내정로166번길 43 (수내동, 금산프라자빌딩) 101호",0317118015,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.370357,127.122641,pension
173,74162493,7,베스토아,보너스,,,"경기도 성남시 분당구 내정로166번길 43 (수내동, 금산프라자빌딩) 101호",0317118015,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.370357,127.122641,pension
173,001160,6,인터넷 복권판매사이트,1등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
173,001160,5,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
173,001160,4,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
173,001160,3,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
173,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
173,001160,1,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
174,74169656,16,스위트홈마트,2등,,경기도,경기 용인시 처인구  금령로12번길 12 (김량장동) 1층 편의점,,"로또6/45, 연금복권720+, 스피또1000",37.233946,127.198216,pension
174,74169656,15,스위트홈마트,2등,,,경기 용인시 처인구  금령로12번길 12 (김량장동) 1층 편의점,,"로또6/45, 연금복권720+, 스피또1000",37.233946,127.198216,pension
174,74169656,14,스위트홈마트,2등,,,경기 용인시 처인구  금령로12번길 12 (김량장동) 1층 편의점,,"로또6/45, 연금복권720+, 스피또1000",37.233946,127.198216,pension
174,74169656,13,스위트홈마트,2등,,,경기 용인시 처인구  금령로12번길 12 (김량장동) 1층 편의점,,"로또6/45, 연금복권720+, 스피또1000",37.233946,127.198216,pension
174,74169656,12,스위트홈마트,1등,,,경기 용인시 처인구  금령로12번길 12 (김량장동) 1층 편의점,,"로또6/45, 연금복권720+, 스피또1000",37.233946,127.198216,pension
174,72863877,11,1등복권방,보너스,,인천광역시,"인천광역시 연수구 해돋이로 168 (송도동, 혜인프라자) (송도동, 혜인프라자)",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.395425,126.645209,pension
174,72863877,10,1등복권방,보너스,,,"인천광역시 연수구 해돋이로 168 (송도동, 혜인프라자) (송도동, 혜인프라자)",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.395425,126.645209,pension
174,72863877,9,1등복권방,보너스,,,"인천광역시 연수구 해돋이로 168 (송도동, 혜인프라자) (송도동, 혜인프라자)",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.395425,126.645209,pension
174,72863877,8,1등복권방,보너스,,,"인천광역시 연수구 해돋이로 168 (송도동, 혜인프라자) (송도동, 혜인프라자)",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.395425,126.645209,pension
174,72863877,7,1등복권방,보너스,,,"인천광역시 연수구 해돋이로 168 (송도동, 혜인프라자) (송도동, 혜인프라자)",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.395425,126.645209,pension
174,001160,6,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
